10.10.20.221,public,2,100,Port-channel1,GigabitEthernet2,GigabitEthernet3,GigabitEthernet4,GigabitEthernet5
10.10.20.222,public,2,100,Port-channel1,GigabitEthernet2,GigabitEthernet3,GigabitEthernet4,GigabitEthernet5
