10.10.20.201,public,2,100
10.10.20.202,public,2,125
10.10.20.203,public,2,260
10.10.20.204,public,2,101
10.10.20.205,public,2,65
10.10.20.206,public,2,220
10.10.20.207,public,2,48
10.10.20.208,public,2,233
